name,company,city,state,country,address,state_clean
Amazon AWS IAD - 24224 Quail,Amazon AWS,Aldie,Dulles,United States,24224 Quail Ridge Ln,VA
Amazon AWS IAD - Quail Campus,Amazon AWS,Aldie,Dulles,United States,24214-24244 Quail Ridge Ln,VA
Amazon AWS IAD - 24234 Quail,Amazon AWS,Aldie,Dulles,United States,24234 Quail Ridge Ln,VA
PowerHouse Arcola Campus,PowerHouse Data Centers,Arcola,Dulles,United States,24408 Stone Springs Blvd,VA
PowerHouse Arcola - Building A,PowerHouse Data Centers,Arcola,Dulles,United States,24408 Stone Springs Blvd,VA
PowerHouse Arcola - Building B,PowerHouse Data Centers,Arcola,Dulles,United States,24408 Stone Springs Blvd,VA
43830 Devin Shafron Drive (IAD24),Digital Realty,Ashburn,Ashburn,United States,43830 Devin Shafron Drive,VA
43881 Devin Shafron Drive (IAD12),Digital Realty,Ashburn,Ashburn,United States,43881 Devin Shafron Drive,VA
"44274 Round Table Plaza, Bldg L (IAD39)",Digital Realty,Ashburn,Ashburn,United States,44274 Round Table Plaza,VA
Cologix ASH1-S,Cologix,Ashburn,Ashburn,United States,21745 Beaumeade Circle,VA
21745 Sir Timothy (ACC9),Digital Realty,Ashburn,Ashburn,United States,21745 Sir Timothy Dr,VA
44520 Hastings (ACC3),Digital Realty,Ashburn,Ashburn,United States,44520 Hastings Dr,VA
44490 Chillum (ACC2),Digital Realty,Ashburn,Ashburn,United States,44490 Chillum Place,VA
43791 Devin Shafron Drive (IAD14),Digital Realty,Ashburn,Ashburn,United States,43791 Devin Shafron Drive,VA
21744 Sir Timothy (ACC10),Digital Realty,Ashburn,Ashburn,United States,21744 Sir Timothy Dr,VA
44540 Round Table Plaza (IAD73),Digital Realty,Ashburn,Ashburn,United States,44540 Round Table Plz,VA
"44372 Round Table Plaza, Bldg M (IAD40)",Digital Realty,Ashburn,Ashburn,United States,44372 Round Table Plaza,VA
44470 Chilum Place (IAD18),Digital Realty,Ashburn,Ashburn,United States,44470 Chilum Place,VA
"22124 Broderick Drive, Bldg R (IAD42)",Digital Realty,Ashburn,Ashburn,United States,22124 Broderick Drive (Bldg R),VA
21362 Smith Switch (ACC8),Digital Realty,Ashburn,Ashburn,United States,21362 Smith Switch Rd,VA
"44751 Round Table Plaza, Bldg P (IAD41)",Digital Realty,Ashburn,Ashburn,United States,44751 Round Table Plaza (Bldg P),VA
GDC - Ashburn VA1 Data Center,"NTT DATA, Inc.",Ashburn,Ashburn,United States,44664 Guilford Drive,VA
GDC - Ashburn VA3 Data Center,"NTT DATA, Inc.",Ashburn,Ashburn,United States,21583 Megawatt Drive,VA
GDC - Ashburn VA2 Data Center,"NTT DATA, Inc.",Ashburn,Ashburn,United States,44610 Guilford Drive,VA
GDC - Ashburn VA4 Data Center,"NTT DATA, Inc.",Ashburn,Ashburn,United States,21583 Megawatt Drive,VA
GDC - Ashburn VA5 Data Center,"NTT DATA, Inc.",Ashburn,Ashburn,United States,21583 Megawatt Drive,VA
Serverfarm Vienna DC2,Serverfarm,Vienna,Ashburn,United States,7990 Quantum Dr,VA
Csquare Ashburn Campus,Csquare,Ashburn,Ashburn,United States,21561-21571 Beaumeade Circle,VA
Csquare - Ashburn IAD4-A,Csquare,Ashburn,Ashburn,United States,21571 Beaumeade Circle,VA
SDC Ashburn - Building A,Sabey Data Center Properties LLC,Ashburn,Ashburn,United States,21741 Red Rum Dr,VA
Csquare - Ashburn IAD4-B,Csquare,Ashburn,Ashburn,United States,21561 Beaumeade Circle,VA
DataBank IAD1 - Ashburn,DataBank,Ashburn,Ashburn,United States,21635 Red Rum Dr,VA
SDC Ashburn Campus,Sabey Data Center Properties LLC,Ashburn,Ashburn,United States,21735-21745 Red Rum Dr,VA
Summit Ashburn,Summit (formerly Deft),Ashburn,Ashburn,United States,43830 Devin Shafron Dr,VA
QTS Ashburn 3 DC1,QTS Data Centers,Ashburn,Ashburn,United States,22291 Shellhorn Road,VA
EdgeCore Ashburn AS01,EdgeCore,Sterling,Ashburn,United States,45865 Maries Road,VA
Aligned IAD-02,Aligned Data Centers,Ashburn,Ashburn,United States,21821 Uunet Drive,VA
QTS Ashburn 3 DC2,QTS Data Centers,Ashburn,Ashburn,United States,22271 Shellhorn Road,VA
DataBank IAD3 - Ashburn Campus,DataBank,Ashburn,Ashburn,United States,21630 Red Rum Dr,VA
Aligned IAD-01,Aligned Data Centers,Ashburn,Ashburn,United States,21890 Uunet Drive,VA
SDC Ashburn - Building C,Sabey Data Center Properties LLC,Ashburn,Ashburn,United States,21735 Red Rum Drive,VA
GDC - Ashburn VA7 Data Center,"NTT DATA, Inc.",Ashburn,Ashburn,United States,44371 Gigabit Plaza,VA
SDC Ashburn - Building B,Sabey Data Center Properties LLC,Ashburn,Ashburn,United States,21745 Red Rum,VA
GDC - Ashburn VA8 Data Center,"NTT DATA, Inc.",Ashburn,Ashburn,United States,44725 Gigabit Plaza,VA
DataBank IAD4 - Ashburn,DataBank,Ashburn,Ashburn,United States,21625 Red Rum Dr,VA
CloudHQ LC Campus,CloudHQ,Ashburn,Ashburn,United States,21955 Loudoun County Pkwy,VA
GDC - Ashburn VA6 Data Center,"NTT DATA, Inc.",Ashburn,Ashburn,United States,44495 Gigabit Plaza,VA
CyrusOne NVA14,CyrusOne Data Centers,Ashburn,Ashburn,United States,21529 Beaumeade Circle,VA
Rackspace Ashburn,Rackspace Hosting,Ashburn,Ashburn,United States,44461 Chilum Place,VA
Quantum Connect,PowerHouse Data Centers,Ashburn,Ashburn,United States,22001 Loudoun County Pkwy,VA
CloudHQ LC14,CloudHQ,Ashburn,Ashburn,United States,22131 Loudoun County Pkwy,VA
NTT Ashburn Campus,"NTT DATA, Inc.",Ashburn,Ashburn,United States,Megawatt Dr / Gigabit Plz,VA
Compass Loudoun County I - Campus,Compass Datacenters,Ashburn,Ashburn,United States,Thunderball Dr,VA
Amazon AWS IAD - Import Campus,Amazon AWS,Ashburn,Ashburn,United States,44351-44254 Import Plaza,VA
Microsoft - 41720 Inclusion Ln,Microsoft,Leesburg,Ashburn,United States,41720 Inclusion Ln,VA
CloudHQ LC1,CloudHQ,Ashburn,Ashburn,United States,21955 Loudoun County Pkwy,VA
CloudHQ LC4,CloudHQ,Ashburn,Ashburn,United States,22210 Loudoun County Parkway,VA
Dulles 28 Technology Park,The BlackChamber Group,Ashburn,Ashburn,United States,Pacific Blvd / Wapool Rd,VA
Microsoft Compass Creek Campus,Microsoft,Leesburg,Ashburn,United States,19515-19540 Compass Creek Pkwy,VA
CloudHQ LC2,CloudHQ,Ashburn,Ashburn,United States,44621 Waxpool Rd,VA
CloudHQ LC12,CloudHQ,Ashburn,Ashburn,United States,22131 Loudoun County Pkwy,VA
Google Loudoun County Campus,Google,Leesburg,Ashburn,United States,Energy Park Drive,VA
STACK Infrastructure NVA06A,STACK INFRASTRUCTURE,Leesburg,Ashburn,United States,19275 Compass Creek Pkwy,VA
Amazon AWS IAD - Loudoun County Campus,Amazon AWS,Ashburn,Ashburn,United States,20935-20934 Lodoun County Pkwy,VA
CloudHQ LC3,CloudHQ,Ashburn,Ashburn,United States,44631 Waxpool Rd,VA
CloudHQ LC9,CloudHQ,Ashburn,Ashburn,United States,22210 Loudoun County Parkway,VA
CloudHQ LC8,CloudHQ,Ashburn,Ashburn,United States,22210 Loudoun County Parkway,VA
CloudHQ LC11,CloudHQ,Ashburn,Ashburn,United States,22131 Loudoun County Pkwy,VA
CloudHQ LC10,CloudHQ,Ashburn,Ashburn,United States,22210 Loudoun County Parkway,VA
CloudHQ LC13,CloudHQ,Ashburn,Ashburn,United States,22131 Loudoun County Pkwy,VA
Microsoft - 41730 Inclusion Ln,Microsoft,Leesburg,Ashburn,United States,41730 Inclusion Ln,VA
CloudHQ MCC1,CloudHQ,Manassas,Ashburn,United States,10880 Airman Ave,VA
Google Loudoun County Data Center 1,Google,Leesburg,Ashburn,United States,20491 Goose Landing Ln,VA
Vantage VA3 - Ashburn III Campus,Vantage Data Centers,Ashburn,Ashburn,United States,19509 Belmont Ridge Road,VA
STACK Infrastructure Loudoun County Campus,STACK INFRASTRUCTURE,Ashburn,Ashburn,United States,Evergreen Mills Rd,VA
STACK Infrastructure NVA01A,STACK INFRASTRUCTURE,Sterling,Ashburn,United States,22080 Pacific Blvd.,VA
Cross Mill Center,JK Land Holdings,Leesburg,Ashburn,United States,Sycolin Rd & Crosstrail Blvd,VA
Greenlin Park,JK Land Holdings,Leesburg,Ashburn,United States,State Route 267 (VA-267),VA
Microsoft - 41700 Inclusion Ln (IAD4),Microsoft,Leesburg,Ashburn,United States,41700 Inclusion Ln,VA
Amazon AWS IAD - 21263 Smith,Amazon AWS,Ashburn,Ashburn,United States,21263 Smith Switch Rd,VA
Amazon AWS - 41789 Cochran Mill Rd,Amazon AWS,Leesburg,Ashburn,United States,41789 Cochran Mill Rd,VA
STACK Infrastructure NVA06B,STACK INFRASTRUCTURE,Leesburg,Ashburn,United States,19431-19459 Compass Creek Pkwy,VA
Tech Park at Brambleton,The BlackChamber Group,Ashburn,Ashburn,United States,23896 Belmont Ridge Road,VA
Microsoft - 41700 Inclusion Ln (IAD6),Microsoft,Leesburg,Ashburn,United States,41700 Inclusion Ln,VA
Compass Loudoun County I - B,Compass Datacenters,Ashburn,Ashburn,United States,42250 Thunderball Dr,VA
Windstream Ashburn,Windstream,Ashburn,Ashburn,United States,44200 Waxpool Rd,VA
Compass Loudoun County I - D,Compass Datacenters,Ashburn,Ashburn,United States,42311 Thunderball Dr,VA
Amazon IAD - 44254 Import,Amazon AWS,Ashburn,Ashburn,United States,44254 Import Plaza,VA
QTS Ashburn 3 Campus,QTS Data Centers,Ashburn,Ashburn,United States,22271-22291 Shellhorn Road,VA
Amazon AWS IAD - 20935 Loudoun,Amazon AWS,Ashburn,Ashburn,United States,20935 Loudoun County Pkwy,VA
LightEdge - Ashburn,LightEdge,Ashburn,Ashburn,United States,21721 Filigree Ct,VA
Amazon AWS - George Washington Blvd,Amazon AWS,Ashburn,Ashburn,United States,George Washington Blvd,VA
Google Loudoun County Data Center 2,Google,Leesburg,Ashburn,United States,20481 Goose Landing Ln,VA
Amazon AWS IAD - 21310-21320 Beaumeade Cir,Amazon AWS,Ashburn,Ashburn,United States,21310-21320 Beaumeade Cir,VA
42277 Cochran Mill Rd,SDC Capital Partners,Leesburg,Ashburn,United States,42277 Cochran Mill Rd,VA
Lumen Ashburn,Lumen,Ashburn,Ashburn,United States,44633 Guilford Drive,VA
Amazon IAD - 44351 Import,Amazon AWS,Ashburn,Ashburn,United States,44351 Import Plaza,VA
Amazon AWS IAD - 21267 Smith,Amazon AWS,Ashburn,Ashburn,United States,21267 Smith Switch Rd,VA
Amazon AWS IAD - 44854 Interconnection,Amazon AWS,Ashburn,Ashburn,United States,44854 Interconnection Plz,VA
Compass Loudoun County I - C,Compass Datacenters,Ashburn,Ashburn,United States,42251 Thunderball Dr,VA
Amazon AWS IAD - 44862 Interconnection,Amazon AWS,Ashburn,Ashburn,United States,44862 Interconnection Plz,VA
Amazon AWS IAD - 44858 Interconnection,Amazon AWS,Ashburn,Ashburn,United States,44858 Interconnection Plz,VA
Microsoft - 19515 Compass Creek,Microsoft,Leesburg,Ashburn,United States,19515 Compass Creek Pkwy,VA
Amazon IAD - 44305 Import,Amazon AWS,Ashburn,Ashburn,United States,44305 Import Plaza,VA
CloudHQ LC5,CloudHQ,Ashburn,Ashburn,United States,21615 Lockridge Rd,VA
NTT Ashburn VA9,"NTT DATA, Inc.",Ashburn,Ashburn,United States,44720 Gigabit Plaza,VA
Compass Loudoun County I - E,Compass Datacenters,Ashburn,Ashburn,United States,42590 Thunderball Dr,VA
Amazon AWS IAD - 21271 Smith,Amazon AWS,Ashburn,Ashburn,United States,21271 Smith Switch Rd,VA
Amazon AWS IAD - Smith Campus,Amazon AWS,Ashburn,Ashburn,United States,21263-21271 Smith Switch Rd,VA
Amazon AWS IAD - Interconnection Campus,Amazon AWS,Ashburn,Ashburn,United States,44854-44862 Interconnection Plz,VA
Amazon AWS IAD - 21320 Beaumeade Cir,Amazon AWS,Ashburn,Ashburn,United States,21320 Beaumeade Cir,VA
Amazon AWS IAD - 21310 Beaumeade Cir,Amazon AWS,Ashburn,Ashburn,United States,21310 Beaumeade Cir,VA
Microsoft - 19525 Compass Creek,Microsoft,Leesburg,Ashburn,United States,19525 Compass Creek Pkwy,VA
Compass Loudoun County I - A,Compass Datacenters,Ashburn,Ashburn,United States,42310 Thunderball Dr,VA
Amazon AWS IAD - 20945 Loudoun,Amazon AWS,Ashburn,Ashburn,United States,20945 Loudoun County Pkwy,VA
Visa Ashburn,Visa Inc.,Ashburn,Ashburn,United States,45005 Saber Jet Pkwy,VA
STACK Infrastructure Loudoun County - Building 1,STACK INFRASTRUCTURE,Ashburn,Ashburn,United States,Evergreen Mills Rd,VA
STACK Infrastructure Loudoun County - Building 2,STACK INFRASTRUCTURE,Ashburn,Ashburn,United States,Evergreen Mills Rd,VA
19886 Ashburn Rd,JK Land Holdings,Ashburn,Ashburn,United States,19886 Ashburn Rd,VA
Tuscarora Crossing Campus,The BlackChamber Group,Leesburg,Ashburn,United States,Crosstrail Blvd,VA
CyrusOne NVA - Broadlands Campus,CyrusOne Data Centers,Broadlands,Ashburn,United States,Education Ct / Broadlands Blvd,VA
20335 Celtic Park Drive (Campus),TA Realty,Leesburg,Ashburn,United States,20335 Celtic Park Dr,VA
Tuscarora Crossing Bldg 1,The BlackChamber Group,Leesburg,Ashburn,United States,Crosstrail Blvd,VA
Tuscarora Crossing Bldg 3,The BlackChamber Group,Leesburg,Ashburn,United States,Crosstrail Blvd,VA
CyrusOne NVA - Broadlands Building 2,CyrusOne Data Centers,Broadlands,Ashburn,United States,Education Ct / Broadlands Blvd,VA
CyrusOne NVA - Broadlands Building 4,CyrusOne Data Centers,Broadlands,Ashburn,United States,Education Ct / Broadlands Blvd,VA
CyrusOne NVA - Broadlands Building 3,CyrusOne Data Centers,Broadlands,Ashburn,United States,Education Ct / Broadlands Blvd,VA
Tuscarora Crossing Bldg 2,The BlackChamber Group,Leesburg,Ashburn,United States,Crosstrail Blvd,VA
CyrusOne NVA - Broadlands Building 1,CyrusOne Data Centers,Broadlands,Ashburn,United States,Education Ct / Broadlands Blvd,VA
20335 Celtic Park Drive (Building 3),TA Realty,Leesburg,Ashburn,United States,20335 Celtic Park Dr,VA
20335 Celtic Park Drive (Building 1),TA Realty,Leesburg,Ashburn,United States,20335 Celtic Park Dr,VA
20335 Celtic Park Drive (Building 2),TA Realty,Leesburg,Ashburn,United States,20335 Celtic Park Dr,VA
365 Data Centers - Herndon,365 Data Centers,Herndon,Herndon,United States,13873 Park Center Road,VA
H5 Data Centers Herndon,H5 Data Centers,Herndon,Herndon,United States,480 Springpark Pl,VA
Aptum Herndon,Aptum,Herndon,Herndon,United States,2350 Corporate Park Dr,VA
Menlo Digital MD-DC1 (Herndon),Menlo Digital,Herndon,Herndon,United States,13775 McLearen Rd,VA
Amazon AWS IAD - EDS Campus,Amazon AWS,Herndon,Herndon,United States,13600 EDS Dr,VA
Amazon AWS IAD166 - 13600 EDS B,Amazon AWS,Herndon,Herndon,United States,13600 EDS Dr,VA
Amazon AWS IAD - 13600 EDS C,Amazon AWS,Herndon,Herndon,United States,13600 EDS Dr,VA
Lumen Herndon 3,Lumen,Herndon,Herndon,United States,524 Van Buren Street,VA
Amazon AWS IAD165 - 13600 EDS A,Amazon AWS,Herndon,Herndon,United States,13600 EDS Drive,VA
Lumen Herdon 2,Lumen,Herndon,Herndon,United States,251 Exchange Place,VA
Amazon AWS IAD - Renaissance Park,Amazon AWS,Herndon,Herndon,United States,13860-13876 Redskin Dr,VA
Amazon AWS IAD501 - 13876 Redskin Drive,Amazon AWS,Herndon,Herndon,United States,13876 Redskin Dr,VA
Amazon AWS IAD500 - 13860 Redskin Drive,Amazon AWS,Herndon,Herndon,United States,13860 Redskin Dr,VA
Lumen Herdon 1,Lumen,Herndon,Herndon,United States,520 Van Buren Street,VA
DataBank IAD2 - McLean,DataBank,McLean,Vienna,United States,1764A Old Meadow Ln,VA
Superb DCA2 - McLean,HopOne Internet,McLean,Vienna,United States,8201 Greensboro Dr,VA
NetEx NDC01,NetEx Inc.,Vienna,Vienna,United States,8460 Tyco Road,VA
ATI DC-2,ATI Solutions Inc.,Tysons,Vienna,United States,1750 Old Meadow Road,VA
CherryRoad DCA2,CherryRoad Technologies,McLean,Vienna,United States,8201 Greensboro Drive @,VA
Lumen McLean,Lumen,McLean,Vienna,United States,1755-1757 Old Meadow Road,VA
Serverfarm Vienna DC1,Serverfarm,Vienna,Vienna,United States,7980 Quantum Rd,VA
Serverfarm Vienna Cloud,Serverfarm,Vienna,Vienna,United States,7980-7990 Quantum Dd,VA
22574 Pacific Blvd (IAD55),Digital Realty,Sterling,Sterling,United States,22574 Pacific Blvd,VA
44820 Prentice (IAD43),Digital Realty,Sterling,Sterling,United States,44820 Prentice Dr,VA
CyrusOne NVA9 - Sterling,CyrusOne Data Centers,Sterling,Sterling,United States,43290 Old Ox Road,VA
CyrusOne NVA8 - Sterling,CyrusOne Data Centers,Sterling,Sterling,United States,45905 Maries Road,VA
CyrusOne NVA5 - Sterling,CyrusOne Data Centers,Sterling,Sterling,United States,21350 Pacific Blvd.,VA
CyrusOne NVA7 - Sterling,CyrusOne Data Centers,Sterling,Sterling,United States,21350 Pacific Blvd.,VA
CyrusOne Virginia Campus,CyrusOne Data Centers,Sterling,Sterling,United States,21111 Ridgetop Circle,VA
CyrusOne NVA4 - Sterling,CyrusOne Data Centers,Sterling,Sterling,United States,22811 International Drive,VA
QTS Ashburn-Moran DC2,QTS Data Centers,Sterling,Sterling,United States,44874 Moran Road,VA
Csquare - Sterling IAD3-A,Csquare,Sterling,Sterling,United States,22995 Wilder Ct,VA
Csquare - Sterling IAD1-C,Csquare,Sterling,Sterling,United States,21110 Ridgetop Circle,VA
Csquare - Sterling IAD1-A,Csquare,Sterling,Sterling,United States,45901 Nokes Blvd.,VA
Csquare - Sterling IAD2-A,Csquare,Sterling,Sterling,United States,22810 International Dr,VA
EdgeCore Ashburn AS02,EdgeCore,Sterling,Sterling,United States,1501 Moran Rd,VA
CyrusOne NVA1 - Sterling,CyrusOne Data Centers,Sterling,Sterling,United States,21111 Ridgetop Cir,VA
Csquare - Sterling IAD1-B,Csquare,Sterling,Sterling,United States,45845 Nokes Blvd,VA
Csquare - Sterling IAD2-B,Csquare,Sterling,Sterling,United States,22860 International Dr,VA
Vantage VA2 - Ashburn II Campus,Vantage Data Centers,Sterling,Sterling,United States,22318 Glenn Drive,VA
QTS Ashburn 1 DC1,QTS Data Centers,Sterling,Sterling,United States,22271 Broderick Drive,VA
Skybox Nova One,Skybox Datacenters,Sterling,Sterling,United States,22675 Dulles Summit,VA
Menlo Digital MD-DC2 (Sterling),Menlo Digital,Sterling,Sterling,United States,22265 Pacific Blvd,VA
Corscale Kincora,Corscale,Sterling,Sterling,United States,45695 Russell Branch Pkwy,VA
CyrusOne NVA2 - Sterling,CyrusOne Data Centers,Sterling,Sterling,United States,21111 Ridgetop Circle,VA
Vantage VA1 - Ashburn I Campus,Vantage Data Centers,Sterling,Sterling,United States,Vantage Data Plaza,VA
CyrusOne NVA3 - Sterling,CyrusOne Data Centers,Sterling,Sterling,United States,21111 Ridgetop Circle,VA
Amazon AWS IAD - Atlantic Blvd Campus,Amazon AWS,Sterling,Sterling,United States,21195-21215 Atlantic Blvd,VA
Microsoft - 42010 Growth Mindset Ln,Microsoft,Aldie,Sterling,United States,42010 Growth Mindset Ln,VA
Amazon AWS - 46020 Manekin Plaza,Amazon AWS,Sterling,Sterling,United States,46000-46020 Manekin Plz,VA
Prologis Executive Dr,Prologis,Sterling,Sterling,United States,22650-22660 Executive Dr,VA
Amazon AWS - 45965-45975 Nokes Blvd,Amazon AWS,Sterling,Sterling,United States,45965-45975 Nokes Blvd,VA
Amazon AWS IAD - Charles View Campus,Amazon AWS,Sterling,Sterling,United States,21641-21710 Charles View Dr,VA
Amazon AWS IAD - Erins Run Campus,Amazon AWS,Sterling,Sterling,United States,23825-23845 Erins Run Dr,VA
Maries Tech Park,COPT Defense Properties,Sterling,Sterling,United States,"45761-45781 Maries Rd, Maries Tech Park",VA
Microsoft Growth Mindset Campus,Microsoft,Aldie,Sterling,United States,41840-42010 Growth Mindset Ln,VA
Microsoft - 42031 Growth Mindset Ln,Microsoft,Aldie,Sterling,United States,42031 Growth Mindset Ln,VA
Google Arcola Campus,Google,Sterling,Sterling,United States,24400 Howling Rooster Ln,VA
Microsoft - 41840 Growth Mindset Ln,Microsoft,Aldie,Sterling,United States,41840 Growth Mindset Ln,VA
Amazon AWS IAD - Relocation Campus,Amazon AWS,Sterling,Sterling,United States,22745-22755 Relocation Dr,VA
PowerHouse Pacific Campus,PowerHouse Data Centers,Sterling,Sterling,United States,22020 Broderick Dr,VA
PointOne Sterling,PointOne,Sterling,Sterling,United States,45449 E Severn Way,VA
PointOne Ashburn Data Center Campus,PointOne,Sterling,Sterling,United States,21995 Railcar Dr,VA
Aligned IAD-03,Aligned Data Centers,Sterling,Sterling,United States,22715 Relocation Drive,VA
Vantage VA11,Vantage Data Centers,Sterling,Sterling,United States,45200 Vantage Data Plaza,VA
Vantage VA15,Vantage Data Centers,Sterling,Sterling,United States,Vantage Data Plaza,VA
Amazon AWS IAD - Loudoun Downs Campus,Amazon AWS,Sterling,Sterling,United States,45110-45111 Loudoun Downs Ln,VA
